t,id,index,x,y
0,261,14,160.0,250.0
1,261,14,159.2,246.4
2,261,14,159.16152360435294,243.5006760019413
3,261,14,159.3315818594201,240.80155259614136
4,261,14,158.4923297798097,237.10221165760453
5,261,14,158.74785066198993,234.40653405544688
6,261,14,158.1913127839277,230.9102117171659
7,261,14,158.43260563262118,228.12062792004323
8,261,14,159.67389848131464,226.33104412292056
9,261,14,159.92979829171975,223.73160217653256
10,261,14,160.64411287875174,221.63163876737914
11,261,14,160.28929744782317,218.63592201092
12,261,14,160.19555195961215,215.83749177533434
13,261,14,159.4018064714011,212.33906153974868
14,261,14,158.9371854611027,209.03928506169052
15,261,14,159.40473911190625,206.64010009026347
16,261,14,158.54476207545534,202.9403861473063
17,261,14,158.75207970267337,200.2424435233613
18,261,14,158.55116444181567,197.14419724855466
19,261,14,158.0772408534568,193.74703712828486
20,261,14,157.4641026627556,190.15327932485494
21,261,14,158.34496861426442,187.96740166830162
22,261,14,157.54621484195255,184.17464318324758
23,261,14,157.7016333087168,181.19729233874074
24,261,14,157.0950077004222,177.42506280496283
25,261,14,157.73245984514492,174.69858985200906
26,261,14,159.16991198986761,172.7721168990553
27,261,14,158.66727016358254,169.1879512939727
28,261,14,159.4163560397697,166.41979590590785
29,261,14,156.7175110070025,166.43938146345897
30,261,14,154.818839047715,167.25315348483448
31,261,14,151.62237060402148,166.71256812490515
32,261,14,149.32473771775875,167.09745846544388
33,261,14,146.82871199073378,167.2483272017381
34,261,14,144.8339150904471,167.87770983407592
35,261,14,142.64342116916077,168.24718071386752
36,261,14,140.7571723847808,168.87002063098925
37,261,14,138.57907732340425,169.12046687266988
38,261,14,136.80773343891295,169.72090076563285
39,261,14,133.25016579452648,168.43528704400535
40,261,14,131.2802377278573,168.82602123126455
41,261,14,128.3244246437355,168.13054747274333
42,261,14,125.56441232125714,167.65902655086657
43,261,14,123.70439999877875,168.08750562898982
44,261,14,120.1728641975844,166.67210968588202
45,261,14,118.40993893474635,167.2179687474375
46,261,14,115.20251306661429,166.00393431649644
47,261,14,112.45323378271647,165.4734030552777
48,261,14,112.10419904122298,162.58449974079562
49,261,14,111.86541873174498,159.7946997544515
50,261,14,111.82663842226697,157.2048997681074
51,261,14,110.56151812222184,153.41747959409273
