t,id,index,x,y
0,401,21,255.0,145.0
1,401,21,254.6,142.0
2,401,21,254.12852454434548,138.9200139746253
3,401,21,253.7475774797603,135.92008378601406
4,401,21,254.17566673235768,133.72023552238625
5,401,21,253.55451307205647,130.48030382799888
6,401,21,254.3085276814448,128.60052633629923
7,401,21,254.32508185155666,126.00057903693873
8,401,21,253.94163602166853,123.00063173757825
9,401,21,254.44835043148484,120.88076898344906
10,401,21,255.02256788292328,118.840807856033
11,401,21,255.10197423647963,116.32080792380532
12,401,21,255.25922163429556,113.88080938088626
13,401,21,255.73204259861836,111.7608192921654
14,401,21,255.71130117317415,109.16090202554506
15,401,21,256.3305597477299,107.20098475892472
16,401,21,256.45089216021944,104.76128737605472
17,401,21,255.8463934603966,101.60166819899935
18,401,21,256.0594270431707,99.24180804654075
19,401,21,255.86466932832323,96.48204038360267
20,401,21,255.43527685156232,93.48220652692838
21,401,21,254.85987584480424,90.3222521409841
22,401,21,255.02505659583474,87.88225730256255
23,401,21,254.46409688784445,84.72225747968552
24,401,21,254.64562426320117,82.28234660196101
25,401,21,254.90041757225137,79.92238868730021
26,401,21,255.46473839390566,77.88239227759111
27,401,21,255.04386363681098,74.88247607807308
28,401,21,254.56178564347988,71.80247690846865
29,401,21,254.58377912006165,69.20256993186587
30,401,21,254.28577259664343,66.28266295526308
31,401,21,254.8858906463768,64.24297248482519
32,401,21,255.29259641942926,62.042981132415
33,401,21,256.07450226322135,60.24304409442521
34,401,21,256.0051061563217,57.643970378589664
35,401,21,255.93571004942203,55.04489666275412
36,401,21,256.6663139425224,53.24582294691858
37,401,21,257.3361627134394,51.44908255605002
38,401,21,257.0635550745656,48.77622654434257
39,401,21,256.7175855522965,46.022885969565124
40,401,21,255.98635062800963,42.868530827973196
41,401,21,255.2343132795057,39.63094586640982
42,401,21,254.48328211374803,36.311131052475616
43,401,21,255.28560582810405,34.432434685822784
44,401,21,256.03416407128276,32.63294363070158
45,401,21,256.54203124175046,30.761611991826577
46,401,21,256.4132440127151,28.427899502114407
47,401,21,256.7032627610148,26.58370057785244
48,401,21,255.3320590130071,23.346572516235245
49,401,21,255.15533827598995,20.839277700566694
50,401,21,257.75488305828236,20.790626648612513
51,401,21,260.9144278405748,21.30197559665833
52,401,21,262.7129865390316,20.415415266977725
53,401,21,265.552825195101,20.626450419188544
54,401,21,268.952395360042,21.37917508155169
55,401,21,271.86983392227734,21.583793473777476
56,401,21,274.30572275795214,21.27763892263711
57,401,21,276.1025144033572,20.348514368990628
58,401,21,279.10223795689086,20.710600714428697
59,401,21,281.2207361342156,20.142242226211653
60,401,21,283.660661553831,19.962549272200597
61,401,21,285.7806547242631,19.48850860995634
62,401,21,288.6989742201067,19.901974098340983
63,401,21,290.5788764142625,19.204525834950665
64,401,21,293.7296575907238,19.983278882229552
65,401,21,295.6096483461023,19.27021227578051
66,401,21,297.61445586322776,19.136548293607756
67,401,21,297.1991363551335,21.255743637164457
68,401,21,297.5167837501333,24.094583932767428
69,401,21,297.3477801223943,26.453614427995557
70,401,21,297.4256227170826,29.052448884141658
71,401,21,298.22346531177095,32.371283340287754
72,401,21,297.879352939719,34.570682611858466
73,401,21,297.94788226442444,37.16977932642209
74,401,21,297.53641158912984,39.28887604098571
75,401,21,296.82096906521787,41.08750068360681
76,401,21,297.41269368345223,44.165099114789044
77,401,21,297.50759765662923,46.763366467444506
78,401,21,297.52250162980624,49.28163382009997
79,401,21,297.38044872897495,51.63978823540412
80,401,21,297.9678508297205,54.71756897841448
81,401,21,297.25544829693894,56.51609292168244
82,401,21,296.89732780585496,58.633234693959494
83,401,21,296.880226807006,61.06930477688677
84,401,21,296.31038011662775,62.944965383285385
85,401,21,295.69420489354525,64.73845886725469
86,401,21,296.7161282893223,68.1289704009883
87,401,21,297.1378436922046,70.96261253365721
88,401,21,298.02647173901664,74.27713842133464
89,401,21,297.3523263160542,76.0740906013793
90,401,21,297.7687661852735,78.90809695691313
91,401,21,298.6491942455548,82.22314278261146
92,401,21,298.4362550349463,84.50093761426673
93,401,21,298.24938710799665,86.77752688697147
94,401,21,298.0903532405183,89.05253939256389
95,401,21,298.28118846022807,91.64552645749852
96,401,21,299.19202367993785,94.95851352243315
97,401,21,298.576758093347,96.83640318572677
98,401,21,298.7798632990707,99.42845802222385
99,401,21,299.0629685047944,102.10051285872093
100,401,21,299.73133874055327,105.17368016035809
101,401,21,300.4423987457617,108.41270891657834
102,401,21,299.8681766780518,110.60686517076252
103,401,21,300.4261589054784,113.68569544075046
104,401,21,297.1981835039349,113.29546197374837
105,401,21,294.2131583030484,113.17410997891184
106,401,21,291.23026330832204,113.07185726473958
107,401,21,288.2497764032603,112.98979960669003
108,401,21,286.3120180994376,113.9691550649828
109,401,21,284.2897923063141,114.83265128131463
110,401,21,281.14396338654126,114.54373945454712
111,401,21,277.8419512074999,114.12904767140678
112,401,21,275.1860257035314,114.40204596885965
113,401,21,273.3308906130415,115.48076489187254
114,401,21,271.1487750922101,116.1851978682097
115,401,21,267.84313299938793,115.7380622444599
116,401,21,265.7447514895852,116.552649736616
117,401,21,262.76094348676077,116.44236719301138
118,401,21,259.7820340253736,116.37286074811911
119,401,21,257.84944269750576,117.3893894452714
120,401,21,254.86624812950149,117.28452640302686
121,401,21,251.73020161345426,117.07664051402062
122,401,21,248.4490074375916,116.80417195819773
123,401,21,245.19944383373405,116.68526094831417
124,401,21,242.48674954014095,117.2488671518941
125,401,21,240.1263029577196,118.22565055849124
126,401,21,237.58931841922168,118.99607808484618
127,401,21,235.48514761349674,120.25596951723126
128,401,21,233.5251625618409,120.88715298921852
129,401,21,231.2453518053481,121.17578372999267
130,401,21,228.48570579981373,120.97288098055579
131,401,21,225.32596809914466,120.37595013003921
132,401,21,222.8860111539207,120.52098741031082
133,401,21,220.8461003749764,121.05944810834356
134,401,21,218.64649441333032,121.41418394841331
135,401,21,216.76724999549515,122.07150654935516
136,401,21,213.60897936100503,121.41669246840584
137,401,21,210.84988674695134,121.18800780074552
138,401,21,208.41059603756509,121.28728047494982
139,401,21,206.05151474794332,121.45816860955694
140,401,21,203.29281714853434,121.21588381858037
141,401,21,200.37384194823133,120.82289129697804
142,401,21,197.61438182277402,120.60990963828866
143,401,21,195.094723551006,120.64775670211444
144,401,21,191.69516631529282,119.79977568241739
145,401,21,189.17521819266014,119.89620004294687
146,401,21,186.17523464794297,119.50545029699805
147,401,21,183.33569859221848,119.31456541675124
148,401,21,181.4568194560521,120.11090174885514
149,401,21,179.17685418412998,120.41746356449565
150,401,21,175.93747002917317,119.7208772149097
151,401,21,173.3378686823934,119.76640564361949
152,401,21,170.25826733561362,119.33193407232929
153,401,21,167.58376344283917,119.42090019431308
